brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,seats,torque_nm,mileage_kmpl
Mazda,CX-5 Grand Touring,2021,"62,377 mi.",Gasoline,2.5L I4 16V,6-Speed Automatic,Jet Black Mica,Black,None reported,Yes,"$26,288",5,338.0,8.36017321674095
Jeep,Wrangler Rubicon,2009,"130,000 mi.",Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None reported,Yes,"$15,500",5,513.0,11.491671978909231
Ford,F-250 XLT,2016,"94,300 mi.",E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$28,999",5,837.0,12.97064213590854
Tesla,Model Y Performance,2022,"24,115 mi.",,455.0HP Electric Motor Electric Fuel System,A/T,Gray,White,None reported,Yes,"$46,500",5,472.0,11.34145473005
BMW,528 i,2016,"82,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$16,995",5,270.0,8.537997736695857
Kia,Rio S,2021,"67,686 mi.",Gasoline,120.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$15,700",5,216.0,10.384791798219954
Tesla,Model S 85,2014,"96,800 mi.",,362.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,"$28,450",5,472.0,9.053965988654443
Jeep,Wrangler Sport,1997,"131,000 mi.",Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Green,Gray,At least 1 accident or damage reported,Yes,"$5,500",5,540.0,10.52932223697761
Tesla,Model 3 Standard Range,2020,"23,097 mi.",,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,"$29,900",5,472.0,8.440892015533942
Ferrari,GTC4Lusso T,2018,"31,000 mi.",Gasoline,602.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,"$197,499",5,526.0,10.35744614955794
BMW,X5 M50i,2021,"28,898 mi.",Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Orange,None reported,Yes,"$71,000",5,594.0,13.667638691779018
Mazda,MX-5 Miata RF Club,2022,"7,250 mi.",Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$35,619",5,270.0,14.161314019671696
Ford,F-250 XLT,2014,"59,459 mi.",Diesel,400.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Silver,At least 1 accident or damage reported,Yes,"$40,999",5,1200.0,13.345678932562246
Jeep,Wrangler Sahara,2012,"78,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,"$22,000",5,486.0,10.280600765655867
RAM,1500 Laramie,2021,"24,213 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$46,500",5,770.0,14.159669205751582
RAM,1500 Laramie,2020,"21,165 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,None reported,,"$46,105",5,770.0,12.565656799249934
GMC,Yukon Denali,2016,"107,750 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$35,500",5,837.0,8.68108155992384
Ford,F-150 Lariat,2016,"117,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$26,500",5,472.0,9.203281492002231
Chevrolet,Corvette Base,2006,"39,132 mi.",Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,"$35,000",5,810.0,8.766129454679145
BMW,Z4 2.5i,2004,"94,500 mi.",Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Black,None reported,Yes,"$9,000",5,338.0,13.484096110238047
Subaru,Crosstrek 2.0i Premium,2017,"50,011 mi.",Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$21,495",5,270.0,11.407836426654796
Lexus,GX 470 Base,2004,"215,000 mi.",Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,"$7,350",5,634.0,10.753585883755113
RAM,1500 Laramie,2022,"16,616 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,None reported,,"$45,999",5,770.0,8.190699790881549
Ford,F-150 XLT,2022,"33,818 mi.",Gasoline,5.0L V8 32V PDI DOHC,Automatic,Agate Black Metallic,Black,None reported,Yes,"$46,552",5,675.0,12.743523437264765
Jeep,Wagoneer Series III,2022,"9,099 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,"$68,362",5,770.0,12.393998670089816
Volkswagen,GTI Base,2008,"95,798 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,"$9,850",5,270.0,13.52904974610205
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,"35,943 mi.",Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,None reported,Yes,"$51,700",5,742.0,13.532923056951647
Mazda,Mazda6 iSport VE,2008,"106,000 mi.",Gasoline,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Beige,None reported,Yes,"$4,300",5,310.0,11.256194082920596
Kia,Telluride EX X-Line,2023,"10,400 mi.",Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Green,None reported,Yes,"$48,000",5,513.0,13.176113726813298
Chevrolet,Tahoe LT,2022,"2,894 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Beige,None reported,Yes,"$63,900",5,716.0,8.945322072992875
Dodge,Durango GT,2022,"15,592 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,DB Black Clearcoat,Black,None reported,Yes,"$39,985",5,486.0,11.147660667882636
Mercedes-Benz,AMG C 63 Base,2020,"33,548 mi.",Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,Yes,"$57,999",5,540.0,8.527299162135456
BMW,320 i xDrive,2016,"185,000 mi.",Gasoline,180.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$7,500",5,270.0,11.91107690612601
Porsche,Macan GTS,2023,"6,483 mi.",Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Chalk,Black,None reported,,"$96,900",5,392.0,12.026375418525536
Honda,Pilot EX-L,2020,"28,886 mi.",Gasoline,3.5L V6 24V GDI SOHC,6-Speed Automatic,Gray,Gray,,,"$35,645",5,472.0,8.595949000723765
Mercedes-Benz,GLE 350 Base,2020,"26,293 mi.",Gasoline,2.0 Liter Turbo,Automatic,designo Diamond White Bright,Macchiato/Magmagrey,None reported,,"$49,998",5,270.0,11.770704419031368
Chevrolet,Camaro 2SS,2017,"62,000 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,"$34,500",5,837.0,14.363845566522254
Jaguar,XF 35t Prestige,2017,"101,453 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,"$18,500",5,405.0,8.13896685550948
RAM,3500 Laramie,2013,"106,385 mi.",Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"$42,900",5,1200.0,14.55707257837447
BMW,335 is,2012,"86,629 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,None reported,Yes,"$20,995",5,405.0,11.27543800834212
Audi,S6 4.0T Premium Plus,2018,"61,258 mi.",Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,"$49,999",5,540.0,14.403430743985048
Chrysler,300 S,2014,"121,500 mi.",Gasoline,363.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,"$15,999",5,770.0,8.345180583017298
GMC,Sierra 1500 AT4,2022,100 mi.,Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Black,None reported,Yes,"$62,499",5,690.0,11.5124756161064
Chrysler,200 C,2015,"170,000 mi.",E85 Flex Fuel,295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,9-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$5,995",5,486.0,14.001182567476963
Ford,F-150 XLT SuperCab,2010,"232,000 mi.",Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,"$3,000",5,621.0,9.630277521659623
MINI,Cooper S Base,2006,"95,000 mi.",Gasoline,168.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,–,None reported,Yes,"$12,500",5,216.0,14.663527408980306
Toyota,Venza XLE,2013,"103,466 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$14,200",5,472.0,11.924804743483056
Toyota,Camry Hybrid Base,2011,"133,121 mi.",Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,White,At least 1 accident or damage reported,Yes,"$7,900",5,324.0,13.954067797521652
Chevrolet,Tahoe LT,2012,"162,731 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Gray,None reported,Yes,"$14,500",5,716.0,8.959301708609553
Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,"64,500 mi.",Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,,,"$37,500",5,742.0,11.68003022965313
Ford,Shelby GT500 Base,2021,568 mi.,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Orange,Black,None reported,Yes,"$90,788",5,702.0,12.586043802731442
Lexus,RX 300 4WD,1999,"249,083 mi.",Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$3,500",5,405.0,8.275030463589955
Porsche,Macan S,2015,"80,300 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Beige,None reported,Yes,"$23,999",5,405.0,11.734198011267374
Ford,F-150 XLT SuperCab,2004,"187,000 mi.",Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,"$6,299",5,729.0,13.2028653763399
Subaru,Outback 2.5 i Special Edition,2009,"181,870 mi.",Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$6,500",5,338.0,11.678125484677151
GMC,Sierra 2500 AT4,2022,"22,600 mi.",Diesel,6.6L V8 32V DDI OHV Turbo Diesel,Automatic,Ebony Twilight Metallic,Jet Black,,,"$76,740",5,1200.0,14.65315846600586
BMW,X5 xDrive40i,2020,"37,000 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$50,000",5,405.0,13.171605250401011
Porsche,Taycan Base,2022,"9,728 mi.",,375.0HP Electric Motor Electric Fuel System,A/T,White,Beige,None reported,Yes,"$89,000",5,486.0,14.512136954436354
Lexus,GX 470 Base,2006,"152,000 mi.",Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$13,995",5,634.0,11.482543985839358
Ford,F-150 Heritage XL SuperCab Flareside,2004,"60,260 mi.",Gasoline,380.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$30,500",5,729.0,11.923590503673156
Mazda,MazdaSpeed Miata MX-5 Base,2004,"33,362 mi.",Gasoline,178.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,"$17,599",5,243.0,10.632979976417069
GMC,Acadia Denali,2021,"47,907 mi.",Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Ebony Twilight Metallic,Jet Black,None reported,Yes,"$38,436",5,486.0,14.962243105076812
Mercedes-Benz,Metris Base,2016,"17,340 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$29,000",5,270.0,11.24795340161279
Cadillac,DeVille Base,1994,"85,000 mi.",–,–,A/T,White,Blue,None reported,Yes,"$7,900",5,621.0,14.74677007021842
Ford,Expedition EL XLT,2011,"195,500 mi.",E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,None reported,Yes,"$8,999",5,729.0,9.121334644763586
Chevrolet,Monte Carlo SS,2000,"74,000 mi.",Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,–,None reported,Yes,"$4,700",5,513.0,12.16842329212764
RAM,1500 Big Horn,2015,"140,500 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,"$14,000",5,770.0,11.41932002990832
Jeep,Commander Base,2006,"212,500 mi.",Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,"$6,500",5,500.0,10.993851659867854
Lexus,IS-F Base,2010,"77,400 mi.",Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,"$34,500",5,675.0,11.37489295199717
Ford,Utility Police Interceptor Base,2017,"118,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$15,000",5,472.0,8.630908525403076
Porsche,Carrera GT Base,2005,"4,400 mi.",Gasoline,605.0HP 5.7L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$1,599,000",5,770.0,13.338721825925507
Cadillac,Escalade ESV Luxury,2016,"146,200 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,"$24,500",5,837.0,13.008445689476526
Tesla,Model Y Performance,2020,"39,000 mi.",,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,Black,None reported,Yes,"$43,000",5,472.0,11.440404613362368
Chevrolet,Avalanche 1500 LS,2005,"130,000 mi.",E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,None reported,Yes,"$7,200",5,716.0,12.805327603413929
Ford,F-150 Lariat,2021,"33,080 mi.",Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,"$47,850",5,364.0,9.816611039481511
Mercedes-Benz,GLB 250 Base 4MATIC,2023,"1,219 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Midnight Black,Classic Red,None reported,,"$46,479",5,270.0,8.156587534490082
Jeep,Wrangler Sport,2016,"41,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,"$25,000",5,486.0,8.390396838024673
Nissan,350Z Touring,2004,"110,897 mi.",Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Orange,At least 1 accident or damage reported,Yes,"$11,500",5,472.0,10.8025328230678
Chevrolet,Corvette Z06,2016,"49,000 mi.",Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed M/T,Orange,–,None reported,Yes,"$75,000",5,837.0,11.66393431876618
Pontiac,Solstice GXP,2007,"47,000 mi.",Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,"$13,300",5,270.0,13.566098555618373
Hyundai,Sonata SE,2018,"57,690 mi.",Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"$15,900",5,324.0,9.388031032870368
Mercedes-Benz,SLS AMG Base,2012,"17,941 mi.",Gasoline,6.2L V8 32V MPFI DOHC,7-Speed Automatic with Auto-Shift,Iridium Silver Metallic,Red,None reported,Yes,"$226,000",5,837.0,10.582432043148769
Lincoln,Navigator Reserve,2018,"54,000 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Orange,At least 1 accident or damage reported,Yes,"$46,500",5,472.0,11.431128917739992
Nissan,Maxima SL,2007,"101,600 mi.",Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$6,700",5,472.0,12.201006316324971
Ford,Ranger XLT,2021,"89,000 mi.",Gasoline,270.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,"$34,000",5,310.0,10.716466135308966
Tesla,Model 3 Long Range,2021,"18,000 mi.",,Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,"$42,500",5,472.0,9.227411187652304
Jaguar,XE 35t Premium,2017,"55,000 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$25,000",5,405.0,8.056014622417338
Lincoln,MKZ Reserve,2017,"71,964 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,"$18,750",5,270.0,10.591218165381806
Cadillac,Escalade ESV Platinum,2020,"92,000 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$50,000",5,837.0,10.067133907940182
Ford,Fusion SE,2012,"160,000 mi.",E85 Flex Fuel,240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,A/T,Gray,Black,None reported,Yes,"$4,500",5,405.0,12.867182403676404
Mercedes-Benz,E-Class E 350,2012,"95,816 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,"$12,000",5,472.0,10.024734088955348
Jeep,Wrangler Unlimited Sport,2014,"132,600 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,–,At least 1 accident or damage reported,Yes,"$17,000",5,486.0,9.75545130041526
Cadillac,DeVille Base,1994,"47,000 mi.",–,–,A/T,White,Blue,None reported,Yes,"$5,990",5,621.0,14.19173084620775
Jeep,Wrangler Sport,2010,"149,460 mi.",Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,None reported,Yes,"$10,700",5,513.0,8.28752630420584
Jeep,Wrangler Sport,2011,"109,646 mi.",Gasoline,3.8L V6 12V MPFI OHV,4-Speed Automatic,Mango Tango Pearlcoat,Black,None reported,,"$16,998",5,513.0,8.852859248738607
Acura,MDX 3.5L w/Technology Package,2019,"90,605 mi.",Gasoline,3.5 Liter,Automatic,White,Parchment,None reported,,"$27,698",5,472.0,12.24121887455668
Volkswagen,Jetta 1.4T S,2019,"59,000 mi.",Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$17,000",5,189.0,11.864533731060575
Chevrolet,Camaro Z28,2002,"48,000 mi.",Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$21,999",5,770.0,9.835060327734285
Chevrolet,Corvette Z06,2016,"41,500 mi.",Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed M/T,White,Black,None reported,Yes,"$66,000",5,837.0,9.704145086212993
Porsche,Cayman R,2012,"54,000 mi.",Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,None reported,Yes,"$75,000",5,459.0,10.932674602114844
Porsche,Cayenne Base,2018,"70,455 mi.",Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$45,855",5,486.0,9.051587422574396
Subaru,Crosstrek 2.0i Limited,2018,"84,054 mi.",Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,None reported,Yes,"$21,499",5,270.0,10.517111710189283
BMW,750 Li,2007,"114,528 mi.",Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$9,000",5,648.0,12.911315272387052
Jeep,Wrangler Sahara,2013,"111,850 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,"$26,500",5,486.0,10.77661135573235
GMC,Sierra 2500 AT4,2020,"52,673 mi.",Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Beige,None reported,Yes,"$69,500",5,1200.0,11.356694079981448
BMW,X3 M AWD,2021,"31,500 mi.",Gasoline,473.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$54,500",5,405.0,9.416998114103704
BMW,335 i,2011,"73,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,"$16,000",5,405.0,13.77805307697564
Jeep,Wrangler Unlimited Sahara,2019,"59,692 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$35,900",5,486.0,9.393577290250136
Toyota,Corolla S Plus,2016,"68,364 mi.",Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$16,000",5,243.0,13.13821875896268
Land,Rover Discovery HSE LUXURY,2017,"47,200 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$29,000",5,405.0,12.4927500981414
Mercedes-Benz,E-Class E 450 4MATIC,2021,"18,000 mi.",Hybrid,362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,"$62,000",5,405.0,13.217393200955868
Ford,Fusion Hybrid Base,2012,"158,366 mi.",Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,At least 1 accident or damage reported,Yes,"$8,250",5,338.0,10.589745446894478
BMW,X1 xDrive 28i,2017,"49,700 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,"$26,000",5,270.0,11.278944423848538
GMC,Terrain SLE,2010,"81,500 mi.",Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Gray,None reported,Yes,"$12,250",5,324.0,10.397364309410523
BMW,i3 120Ah w/Range Extender,2019,"16,975 mi.",,170.0HP 0.65L Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,"$26,990",5,88.0,11.863515720872956
Porsche,911 GT3,2018,"5,989 mi.",Gasoline,"4L H-6 gasoline direct injection, DOHC, VarioCam Plus variable v","Manual, 6-Spd",GT SILVER,BLACK,None reported,,"$209,000",5,540.0,14.805532225704187
Ford,Mustang SVT Cobra,2003,"16,100 mi.",Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,M/T,Red,Beige,None reported,Yes,"$35,500",5,621.0,13.963635039094436
Land,Rover Range Rover Supercharged LWB,2020,"54,225 mi.",Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,"$67,500",5,675.0,13.151002269549505
RAM,2500 Big Horn,2016,"89,500 mi.",Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,"$35,000",5,864.0,12.213045568848234
Ford,E250 Cargo,2013,"87,501 mi.",E85 Flex Fuel,225.0HP 4.6L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"$17,777",5,621.0,13.583049265777785
MINI,Countryman Cooper S ALL4,2018,"12,370 mi.",Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,"$28,900",5,270.0,10.664195777952386
RAM,1500 Classic Tradesman,2019,"12,466 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,"$28,995",5,770.0,8.056387320718937
Volvo,C70 T5,2011,"199,000 mi.",Gasoline,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,At least 1 accident or damage reported,Yes,"$5,500",5,338.0,13.685449072513078
Mercedes-Benz,SL-Class SL600 Roadster,2007,"78,200 mi.",Gasoline,510.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,"$22,999",5,742.0,9.935507629560552
Toyota,Camry Hybrid XLE,2018,"22,000 mi.",Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Beige,None reported,Yes,"$29,500",5,338.0,8.66975427475922
